시장/마트 이름,품목 번호,품목 이름,실판매규격,가격(원),년도-월,비고,시장유형 구분(시장/마트) 이름,자치구 이름,년도,월,카테고리
상계중앙시장,62.0,컵라면 1개,,1300.0,2024-11,,전통시장,노원구,2024,11,가공식품
상계중앙시장,65.0,통조림(참치) 150g,,3200.0,2024-11,,전통시장,노원구,2024,11,가공식품
상계중앙시장,71.0,밀가루 1kg,,2500.0,2024-11,,전통시장,노원구,2024,11,가공식품
고분다리전통시장,57.0,부침가루 1kg,,4500.0,2024-11,,전통시장,강동구,2024,11,가공식품
고분다리전통시장,60.0,국수 900g,,3480.0,2024-11,,전통시장,강동구,2024,11,가공식품
고분다리전통시장,61.0,라면 5개입 1봉,,4300.0,2024-11,,전통시장,강동구,2024,11,가공식품
고분다리전통시장,62.0,컵라면 1개,,1350.0,2024-11,,전통시장,강동구,2024,11,가공식품
고분다리전통시장,65.0,통조림(참치) 150g,,3800.0,2024-11,,전통시장,강동구,2024,11,가공식품
고분다리전통시장,71.0,밀가루 1kg,,1880.0,2024-11,,전통시장,강동구,2024,11,가공식품
신창시장,57.0,부침가루 1kg,,4000.0,2024-11,,전통시장,도봉구,2024,11,가공식품
신창시장,60.0,국수 900g,,3200.0,2024-11,,전통시장,도봉구,2024,11,가공식품
신창시장,61.0,라면 5개입 1봉,,4200.0,2024-11,,전통시장,도봉구,2024,11,가공식품
신창시장,62.0,컵라면 1개,,1250.0,2024-11,,전통시장,도봉구,2024,11,가공식품
신창시장,65.0,통조림(참치) 150g,,2800.0,2024-11,,전통시장,도봉구,2024,11,가공식품
신창시장,71.0,밀가루 1kg,,3200.0,2024-11,,전통시장,도봉구,2024,11,가공식품
신림중앙시장,57.0,부침가루 1kg,,3400.0,2024-11,,전통시장,관악구,2024,11,가공식품
신림중앙시장,60.0,국수 900g,,3500.0,2024-11,,전통시장,관악구,2024,11,가공식품
신림중앙시장,61.0,라면 5개입 1봉,,3980.0,2024-11,,전통시장,관악구,2024,11,가공식품
신림중앙시장,62.0,컵라면 1개,,1250.0,2024-11,,전통시장,관악구,2024,11,가공식품
신림중앙시장,65.0,통조림(참치) 150g,,3550.0,2024-11,,전통시장,관악구,2024,11,가공식품
신림중앙시장,71.0,밀가루 1kg,,2350.0,2024-11,,전통시장,관악구,2024,11,가공식품
관악중부시장,57.0,부침가루 1kg,,3300.0,2024-11,,전통시장,관악구,2024,11,가공식품
관악중부시장,60.0,국수 900g,,2980.0,2024-11,,전통시장,관악구,2024,11,가공식품
관악중부시장,62.0,컵라면 1개,,1350.0,2024-11,,전통시장,관악구,2024,11,가공식품
관악중부시장,61.0,라면 5개입 1봉,,3980.0,2024-11,,전통시장,관악구,2024,11,가공식품
관악중부시장,65.0,통조림(참치) 150g,,3075.0,2024-11,,전통시장,관악구,2024,11,가공식품
관악중부시장,71.0,밀가루 1kg,,2000.0,2024-11,,전통시장,관악구,2024,11,가공식품
수유재래시장,57.0,부침가루 1kg,,2380.0,2024-11,할인,전통시장,강북구,2024,11,가공식품
수유재래시장,60.0,국수 900g,,2850.0,2024-11,할인,전통시장,강북구,2024,11,가공식품
수유재래시장,61.0,라면 5개입 1봉,,3980.0,2024-11,,전통시장,강북구,2024,11,가공식품
수유재래시장,62.0,컵라면 1개,,1300.0,2024-11,,전통시장,강북구,2024,11,가공식품
수유재래시장,65.0,통조림(참치) 150g,,3000.0,2024-11,,전통시장,강북구,2024,11,가공식품
수유재래시장,71.0,밀가루 1kg,,1580.0,2024-11,할인,전통시장,강북구,2024,11,가공식품
,7.0,국수 900g,,4000.0,2024-11,,전통시장,서초구,2024,11,가공식품
,71.0,라면 5개입 1봉,,2100.0,2024-11,,전통시장,서초구,2024,11,가공식품
,64.0,밀가루 1kg,,3990.0,2024-11,,전통시장,서초구,2024,11,가공식품
,33.0,부침가루 1kg,,10000.0,2024-11,,전통시장,서초구,2024,11,가공식품
돈암제일시장,57.0,부침가루 1kg,,3980.0,2024-11,,전통시장,성북구,2024,11,가공식품
돈암제일시장,60.0,국수 900g,,4300.0,2024-11,,전통시장,성북구,2024,11,가공식품
돈암제일시장,61.0,라면 5개입 1봉,,3980.0,2024-11,,전통시장,성북구,2024,11,가공식품
돈암제일시장,62.0,컵라면 1개,,1350.0,2024-11,,전통시장,성북구,2024,11,가공식품
돈암제일시장,65.0,통조림(참치) 150g,,3200.0,2024-11,"135g, 3,400원",전통시장,성북구,2024,11,가공식품
돈암제일시장,71.0,밀가루 1kg,,2200.0,2024-11,,전통시장,성북구,2024,11,가공식품
정릉시장,57.0,부침가루 1kg,,2980.0,2024-11,,전통시장,성북구,2024,11,가공식품
정릉시장,61.0,라면 5개입 1봉,,4100.0,2024-11,,전통시장,성북구,2024,11,가공식품
정릉시장,60.0,국수 900g,,2750.0,2024-11,,전통시장,성북구,2024,11,가공식품
